Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
22:43:02,530.98,113.44,33.796548,72.859456,67.6,
22:43:03,213.88,123.41,33.711879,73.125964,76.4,High Speed
22:43:04,774.82,43.0,33.701702,73.117044,82.9,
22:43:05,163.34,102.06,33.772439,72.988624,34.2,
22:43:06,621.58,25.06,33.525493,73.225462,95.9,GPS Signal Weak
22:43:07,633.6,20.49,33.630654,72.855472,54.2,
22:43:07,102.3,51.25,33.732461,72.815852,94.7,
22:43:12,946.47,129.33,33.555529,72.8698,22.5,"Low Battery,High Speed"
22:43:30,251.21,80.83,33.631985,73.226307,40.6,GPS Signal Weak
22:43:35,951.44,63.55,33.544411,72.80243,48.5,
22:43:36,828.02,135.55,33.977252,73.146571,47.9,High Speed
22:43:50,986.85,24.93,33.846793,73.198564,49.8,
22:43:55,815.1,25.99,33.579146,73.199665,67.6,
22:43:55,640.17,118.29,33.696232,72.964493,40.2,
22:44:23,956.47,29.09,33.75827,72.948945,99.0,
22:44:28,228.71,45.42,33.785716,73.202455,24.3,Low Battery
22:44:28,276.09,101.81,33.656208,72.932649,59.5,
22:44:36,111.35,149.76,33.725294,73.140373,74.3,High Speed
22:44:41,677.32,80.32,33.689886,73.175791,23.2,Low Battery
22:44:41,366.84,36.58,33.566448,72.823342,56.2,
22:45:13,101.54,55.28,33.956445,73.213744,38.5,
22:45:18,940.0,149.64,33.782241,72.809097,78.8,High Speed
22:45:19,349.1,28.08,33.585474,72.903563,45.2,
22:45:22,828.89,114.14,33.748784,73.213892,67.8,GPS Signal Weak
22:45:28,797.26,102.82,33.988176,73.142611,77.7,
22:45:28,313.59,112.07,33.524708,73.034615,42.3,
22:45:35,137.11,145.49,33.831209,72.97382,50.6,High Speed
22:45:40,866.79,95.99,33.714788,73.223578,59.8,
22:45:41,509.68,28.12,33.585975,72.895737,27.6,Low Battery
22:51:02,918.26,114.11,33.775752,72.952515,97.7,
22:51:02,515.35,82.72,33.948947,73.055802,73.6,GPS Signal Weak
22:51:08,371.46,61.08,33.743498,72.836345,27.1,"Low Battery,GPS Signal Weak"
22:51:08,960.13,42.3,33.79478,72.871578,30.2,
22:51:32,816.09,13.18,33.899413,73.036989,40.2,
22:51:34,230.14,133.06,33.644225,73.121897,74.3,"High Speed,GPS Signal Weak"
22:51:38,264.58,109.5,33.907208,72.941029,51.3,
22:51:40,508.63,127.18,33.854275,72.807193,98.2,High Speed
