Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
22:33:00,258.81,29.92,33.746611,73.073233,97.7,
22:33:01,416.76,124.29,33.512696,73.291937,79.6,High Speed
22:33:02,901.15,83.48,33.936801,73.292016,32.0,
22:33:03,331.03,81.59,33.805215,73.135544,34.0,
22:33:04,549.74,118.18,33.99959,73.025895,33.9,
22:33:05,695.63,100.51,33.744923,73.037274,96.6,
22:33:05,992.23,34.31,33.554788,72.80528,20.1,Low Battery
22:33:06,447.1,133.52,33.910918,73.023103,41.5,High Speed
22:33:06,905.24,110.16,33.608813,72.819557,70.0,GPS Signal Weak
22:33:07,621.81,116.02,33.962586,72.881387,77.5,
22:33:07,994.47,102.59,33.946528,73.241787,96.7,GPS Signal Weak
22:33:08,955.11,95.18,33.718866,73.053345,44.6,
22:33:08,968.43,117.09,33.638099,73.295616,62.6,GPS Signal Weak
22:33:09,571.0,15.13,33.5595,73.029008,64.1,
22:33:09,297.08,71.9,33.908819,73.151036,80.6,
22:33:10,977.99,37.04,33.897835,73.123754,66.1,
22:33:10,721.46,105.19,33.683829,73.193352,21.2,Low Battery
22:33:11,456.4,19.87,33.799024,73.115533,86.5,
22:33:11,628.24,79.67,33.595302,73.105641,64.8,
22:33:12,108.12,14.44,33.782429,73.223979,96.1,
22:33:12,617.67,89.29,33.674936,72.959228,72.8,
22:33:13,600.99,73.98,33.553231,73.290924,29.2,Low Battery
22:33:13,820.02,51.49,33.979344,72.840547,78.1,
22:33:14,885.5,83.0,33.975255,72.806786,71.8,
22:33:14,886.38,137.12,33.663082,72.982402,35.3,High Speed
22:33:15,216.95,10.66,33.73476,73.237855,57.0,
22:33:15,324.13,60.77,33.55988,73.03818,40.7,
22:33:16,345.71,35.8,33.758368,72.838848,56.4,
22:33:16,411.88,117.94,33.660119,73.177477,47.8,
22:33:17,484.26,54.73,33.635507,72.867624,68.1,GPS Signal Weak
22:33:17,204.69,138.55,33.918447,73.160114,74.0,High Speed
22:33:18,351.8,133.38,33.587253,73.290352,84.4,High Speed
22:33:18,357.33,117.47,33.935239,72.940105,64.1,
22:33:19,414.64,106.24,33.762139,73.151414,34.7,
