Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
23:57:51,338.97,73.58,33.514535,72.959372,92.7,
23:57:52,722.11,82.07,33.886628,72.99205,51.0,
23:57:53,158.37,56.26,33.754081,73.245064,46.2,
23:57:54,836.7,54.43,33.918011,72.926655,27.0,Low Battery
23:57:55,572.29,102.71,33.69427,73.261327,99.5,
23:57:56,276.31,19.92,33.769494,73.220169,79.9,
23:57:56,474.56,126.18,33.900524,73.038494,78.0,High Speed
23:57:57,158.07,30.03,33.612172,73.005648,32.5,
23:57:57,920.6,27.63,33.697321,72.832127,45.5,GPS Signal Weak
23:57:58,310.29,12.17,33.854088,73.067367,60.8,
23:57:58,333.14,61.97,33.603428,73.053355,40.6,
23:57:59,363.64,60.46,33.542814,73.080449,26.8,Low Battery
23:57:59,558.41,120.94,33.661365,72.93762,25.9,"Low Battery,High Speed,GPS Signal Weak"
23:58:00,724.12,43.33,33.959779,73.082895,49.5,
23:58:00,886.7,72.4,33.969281,73.214417,24.2,Low Battery
23:58:01,548.19,26.58,33.740317,72.822036,41.7,
23:58:01,748.6,100.04,33.878847,72.800857,86.2,
23:58:02,696.3,142.08,33.646382,72.90177,65.2,High Speed
23:58:02,990.79,57.46,33.502074,72.95871,89.1,
23:58:03,544.87,95.16,33.930511,73.276345,67.9,
23:58:03,724.23,132.73,33.624164,72.840144,36.4,High Speed
23:58:04,949.08,14.83,33.783133,73.231112,34.2,
23:58:04,304.16,17.93,33.938591,73.069026,38.1,
23:58:05,516.66,53.75,33.921404,73.079598,80.5,
23:58:05,172.68,144.56,33.909533,73.246289,81.9,High Speed
23:58:06,459.64,134.48,33.955063,73.261879,94.6,"High Speed,GPS Signal Weak"
23:58:06,986.44,47.66,33.695801,72.979014,97.1,
23:58:07,526.76,51.2,33.877709,73.298203,75.3,
23:58:07,262.03,66.14,33.564118,72.943844,36.5,
23:58:08,442.37,83.77,33.99525,72.963799,73.8,
23:58:08,706.79,145.46,33.768192,73.218319,29.9,"Low Battery,High Speed"
23:58:09,511.11,111.15,33.8016,73.125352,59.7,
23:58:09,826.01,64.52,33.88137,73.015796,49.5,
23:58:10,608.36,72.78,33.538561,73.121839,38.3,
23:58:10,119.4,132.65,33.638095,73.213663,87.1,"High Speed,GPS Signal Weak"
23:58:11,371.48,112.51,33.658381,72.842513,97.4,
23:58:11,780.62,119.1,33.844885,72.898498,36.9,
23:58:12,364.42,134.08,33.58941,72.944621,64.0,High Speed
23:58:12,421.44,40.41,33.730529,72.851502,71.1,
23:58:13,442.65,72.64,33.545173,72.979352,69.1,GPS Signal Weak
23:58:13,678.17,65.01,33.691528,73.009356,75.8,
23:58:14,652.98,132.23,33.526637,72.968836,67.7,High Speed
23:58:14,347.99,61.7,33.931285,73.082274,51.3,
23:58:15,997.98,23.04,33.562042,72.932149,23.1,Low Battery
23:58:15,190.95,65.24,33.757649,73.005566,72.1,GPS Signal Weak
23:58:16,484.2,54.11,33.759766,73.228336,83.0,
23:58:16,816.92,114.66,33.868552,73.006964,87.3,
23:58:17,624.48,10.4,33.59931,73.284409,88.7,
23:58:17,568.6,39.29,33.848577,72.940435,85.7,
23:58:18,896.4,137.05,33.552913,73.153656,71.2,High Speed
23:58:18,106.52,109.79,33.968293,73.217386,42.8,
23:58:19,707.64,24.27,33.724886,73.061265,46.2,GPS Signal Weak
23:58:19,306.66,122.12,33.683129,73.172731,97.8,High Speed
23:58:20,891.73,90.62,33.746729,73.05305,57.3,
23:58:20,594.45,13.13,33.658249,73.077835,26.7,Low Battery
23:58:21,305.71,145.13,33.75597,73.10181,30.0,"High Speed,GPS Signal Weak"
23:58:21,257.48,39.64,33.671239,73.144189,50.0,
23:58:22,956.01,79.87,33.948096,73.09491,38.6,
23:58:22,805.5,132.02,33.540614,73.081079,68.1,High Speed
23:58:23,139.58,42.25,33.829692,72.981074,49.2,
23:58:23,511.37,92.19,33.992177,73.244532,59.5,
23:58:24,769.48,112.87,33.930008,73.110401,49.0,
23:58:24,324.97,68.19,33.767548,72.832484,96.1,
23:58:25,886.31,138.26,33.977107,72.954842,83.5,High Speed
23:58:25,887.17,53.71,33.826544,72.845703,63.5,
23:58:26,935.75,10.33,33.725557,72.884324,25.8,Low Battery
23:58:26,268.61,53.07,33.672304,73.233646,34.0,
23:58:27,106.18,17.74,33.690589,73.085722,21.7,Low Battery
23:58:27,229.29,120.22,33.917962,73.273011,81.7,High Speed
23:58:28,873.31,91.18,33.918423,72.966214,38.9,
23:58:28,445.99,32.2,33.751179,72.828979,46.6,
23:58:29,422.34,33.68,33.708173,73.108257,59.1,
23:58:29,355.31,117.93,33.995654,72.998915,89.7,
23:58:30,229.54,109.7,33.765425,73.069927,42.8,GPS Signal Weak
23:58:30,881.88,106.62,33.717611,73.174955,47.5,
23:58:31,612.32,109.64,33.57607,73.268852,61.7,
23:58:31,385.57,12.26,33.741386,72.895346,56.5,
23:58:32,959.5,71.62,33.508612,72.939539,91.8,
23:58:32,661.14,85.24,33.836662,73.115863,93.5,
23:58:33,577.67,60.07,33.511251,72.858947,91.1,
23:58:33,920.85,37.69,33.577429,72.865056,95.6,
23:58:34,172.84,72.42,33.945231,73.207752,48.7,
23:58:34,442.34,123.17,33.895072,72.907851,50.2,High Speed
23:58:35,354.81,44.54,33.535255,72.833008,23.6,Low Battery
23:58:35,537.78,105.35,33.952183,73.08722,36.5,
23:58:36,433.65,41.88,33.537083,73.070986,39.6,
23:58:36,326.94,48.87,33.545488,73.130967,96.5,
23:58:37,243.77,35.88,33.6596,73.206406,78.4,
23:58:37,486.94,141.86,33.786326,73.105087,37.2,High Speed
23:58:38,917.98,24.32,33.517221,73.157786,46.5,
23:58:38,701.13,68.0,33.842018,72.992074,79.4,
23:58:39,306.16,88.09,33.937235,72.849742,42.9,
23:58:39,561.36,37.72,33.897409,72.928437,77.6,
23:58:40,530.57,50.58,33.734466,73.091596,38.7,
23:58:40,247.37,65.22,33.631244,73.205422,39.7,
23:58:41,958.53,103.09,33.827614,73.25384,97.4,
23:58:41,128.83,144.03,33.766527,72.989715,44.8,High Speed
23:58:42,737.24,17.52,33.580306,73.069298,91.1,
23:58:42,400.29,21.27,33.625421,72.991113,49.2,GPS Signal Weak
23:58:43,463.31,13.36,33.762852,72.968489,37.4,
23:58:43,991.81,89.78,33.774734,72.962676,92.3,
23:58:44,294.77,54.7,33.521531,72.842848,26.6,Low Battery
23:58:44,686.07,106.73,33.758082,72.949652,25.8,Low Battery
23:58:45,676.18,75.95,33.862481,73.061081,83.8,
23:58:45,302.0,138.18,33.57248,72.882132,87.4,High Speed
23:58:46,153.14,114.7,33.56711,73.111015,50.5,
23:58:46,782.83,89.55,33.825027,73.22465,57.0,
23:58:47,408.06,31.42,33.74805,72.962937,81.0,
23:58:47,595.93,24.68,33.607345,72.883163,46.0,
23:58:48,860.73,90.21,33.969586,73.260048,30.9,
23:58:48,118.67,120.84,33.763954,73.225264,67.3,High Speed
23:58:49,935.07,64.25,33.902549,73.095347,55.3,
23:58:49,487.48,32.3,33.529437,72.915407,32.5,
23:58:50,921.23,141.34,33.654953,72.933041,29.9,"Low Battery,High Speed"
23:58:50,683.09,36.8,33.552086,73.176426,87.4,
23:58:51,908.02,67.7,33.928607,73.122093,23.6,Low Battery
23:58:51,827.16,50.66,33.983368,73.295266,20.6,Low Battery
23:58:52,626.35,89.58,33.715177,73.061369,47.4,
23:58:52,768.34,97.95,33.645026,72.939619,84.6,
23:58:53,263.75,54.42,33.554583,73.284808,25.1,Low Battery
23:58:53,864.26,16.41,33.848214,73.247739,40.1,
23:58:54,679.43,93.66,33.810657,73.282094,93.4,
23:58:54,337.48,117.22,33.568982,72.854077,61.5,
23:58:55,410.94,19.51,33.955156,73.211386,92.0,
23:58:55,737.6,56.26,33.870908,73.225179,40.6,
23:58:56,508.16,10.22,33.979497,73.271958,30.7,
23:58:56,493.19,59.63,33.814776,73.022541,98.9,
23:58:57,975.84,124.37,33.635413,73.114147,37.6,High Speed
23:58:57,449.49,17.3,33.962282,73.296734,33.6,
23:58:58,578.06,45.29,33.712541,73.019088,67.2,GPS Signal Weak
23:58:58,160.59,74.93,33.668569,73.29729,79.7,
23:58:59,431.8,117.29,33.826806,73.25167,55.1,
23:59:00,456.3,122.08,33.937847,73.082576,86.0,High Speed
23:59:00,580.23,128.88,33.680521,73.039744,51.8,High Speed
23:59:01,159.14,79.15,33.592908,72.801611,87.7,
23:59:01,462.23,16.8,33.796898,73.0299,84.3,
23:59:02,351.1,46.53,33.742276,72.823216,45.5,
23:59:02,386.57,24.05,33.938621,73.163413,54.7,
23:59:03,297.13,79.61,33.691576,73.184211,30.9,
23:59:03,690.75,121.18,33.744937,73.067582,90.1,High Speed
23:59:04,196.06,79.74,33.790738,72.91245,32.2,
23:59:04,343.65,133.88,33.70258,72.991742,24.2,"Low Battery,High Speed"
23:59:05,567.05,16.32,33.663987,73.25583,25.6,Low Battery
23:59:05,769.64,102.45,33.543058,73.128454,93.9,
23:59:06,757.26,56.14,33.505463,72.932713,91.1,
23:59:06,827.4,14.52,33.954048,73.004924,87.9,
23:59:07,214.43,101.15,33.866165,72.918984,70.5,
23:59:07,330.54,142.85,33.55071,72.959639,30.3,"High Speed,GPS Signal Weak"
23:59:08,464.45,89.61,33.910598,73.059853,48.5,GPS Signal Weak
23:59:08,890.93,47.3,33.875155,73.034294,47.2,
23:59:09,682.49,34.85,33.954545,73.187948,88.9,
23:59:10,846.77,107.61,33.769929,72.825813,69.1,
23:59:10,377.77,76.57,33.942728,73.055709,36.5,
23:59:11,897.01,80.52,33.893661,73.210714,52.3,
23:59:11,983.75,16.65,33.95017,72.830033,31.9,GPS Signal Weak
23:59:12,367.94,69.07,33.660598,72.903317,61.7,
23:59:12,868.58,77.13,33.661115,73.126063,97.8,
23:59:13,489.29,132.6,33.795593,73.083426,54.7,High Speed
23:59:13,796.6,12.07,33.529335,73.070157,30.8,
23:59:14,999.29,66.65,33.712598,72.867368,70.7,
23:59:14,830.36,100.89,33.588833,72.904947,54.3,
23:59:15,419.4,137.56,33.868168,72.99891,24.7,"Low Battery,High Speed"
23:59:15,196.22,127.55,33.986877,72.87918,99.4,"High Speed,GPS Signal Weak"
23:59:16,439.35,14.79,33.969812,72.948321,46.5,
23:59:16,686.84,118.96,33.881064,72.868422,22.0,Low Battery
23:59:17,705.55,29.33,33.939251,73.264052,80.0,
23:59:17,928.4,103.37,33.992297,72.874485,33.4,
23:59:18,897.41,22.83,33.794333,73.246921,32.3,
23:59:18,328.59,109.83,33.961939,72.896093,49.3,GPS Signal Weak
23:59:19,661.38,124.51,33.796259,72.998893,80.1,High Speed
23:59:19,757.12,130.22,33.636407,73.276093,21.9,"Low Battery,High Speed"
23:59:20,932.47,93.88,33.902469,73.21315,20.1,Low Battery
23:59:20,565.22,100.09,33.845701,72.933411,38.4,
23:59:21,440.9,68.58,33.60886,72.867245,81.7,
23:59:21,217.87,133.56,33.705038,73.150296,52.6,"High Speed,GPS Signal Weak"
23:59:22,664.2,142.88,33.889679,73.085071,58.3,High Speed
23:59:22,233.93,107.97,33.844869,72.837682,58.1,
23:59:23,549.6,57.3,33.606054,73.245692,79.6,
23:59:23,493.81,90.78,33.656443,72.824937,71.4,
23:59:24,319.37,34.83,33.712758,73.178217,44.7,
23:59:24,625.41,89.76,33.526977,72.940655,75.0,
23:59:25,298.33,119.49,33.536789,73.174522,51.6,
23:59:25,196.83,125.72,33.918087,73.200989,85.3,High Speed
23:59:26,105.09,89.52,33.8545,73.12375,61.7,
23:59:26,749.37,83.26,33.816893,73.096655,63.8,
23:59:27,885.52,147.31,33.544863,73.126057,58.1,High Speed
23:59:27,827.58,145.05,33.774065,73.126293,60.5,"High Speed,GPS Signal Weak"
23:59:28,518.05,74.06,33.765361,73.217246,69.6,
23:59:28,242.35,133.77,33.882367,73.104966,36.7,High Speed
23:59:29,268.44,46.45,33.948417,73.157799,34.4,
23:59:29,554.93,66.61,33.851055,72.863484,71.6,GPS Signal Weak
23:59:30,332.99,83.67,33.79391,72.862825,64.8,
23:59:30,502.6,145.88,33.906099,73.174404,76.9,High Speed
23:59:31,782.16,35.11,33.811047,73.21097,34.6,
23:59:31,538.25,14.76,33.723946,73.082346,62.4,
23:59:32,992.09,136.65,33.895322,73.187648,32.6,High Speed
23:59:32,215.36,139.38,33.705353,73.258312,31.5,High Speed
23:59:33,638.79,50.32,33.702816,73.041747,62.1,GPS Signal Weak
23:59:33,283.14,35.4,33.809186,73.116453,55.1,
23:59:34,861.76,82.98,33.956028,73.272016,48.3,GPS Signal Weak
23:59:34,431.49,33.2,33.669875,73.215798,39.1,
23:59:35,138.78,115.35,33.500011,73.166635,65.4,
23:59:35,576.19,47.79,33.89102,73.285311,44.0,
23:59:36,205.33,11.88,33.995109,73.012455,74.0,
23:59:36,330.33,132.43,33.73365,73.078274,25.7,"Low Battery,High Speed"
23:59:37,893.1,75.19,33.888943,73.002519,20.1,Low Battery
23:59:37,641.33,135.94,33.76969,73.186311,99.7,High Speed
23:59:38,125.76,16.23,33.656585,72.948007,41.9,
23:59:38,915.55,111.46,33.728927,73.152078,35.0,
23:59:39,498.14,108.36,33.830161,73.046238,46.6,
23:59:39,152.8,143.24,33.726663,72.822017,82.1,High Speed
23:59:40,921.63,118.93,33.585638,72.817406,39.5,
23:59:40,831.09,111.22,33.701042,72.811761,26.7,Low Battery
23:59:41,302.72,75.58,33.772083,72.888738,41.8,
23:59:41,928.47,59.63,33.753982,72.830194,25.5,Low Battery
23:59:42,401.64,119.99,33.963486,73.158487,84.7,
23:59:42,133.24,139.27,33.889257,73.030183,31.7,High Speed
23:59:43,804.44,146.16,33.594614,73.288882,60.9,High Speed
23:59:43,250.07,30.28,33.814782,73.226668,79.0,
23:59:44,545.24,125.42,33.667744,73.114371,75.8,High Speed
23:59:44,411.15,86.32,33.627919,72.818187,23.1,Low Battery
23:59:45,403.88,78.45,33.711478,73.190377,77.7,
23:59:45,367.02,135.52,33.529513,73.052582,98.8,High Speed
23:59:46,225.75,113.16,33.796589,73.034204,31.2,
23:59:46,529.36,141.21,33.880168,73.11399,26.5,"Low Battery,High Speed"
23:59:47,609.43,112.21,33.846967,72.817107,98.4,
23:59:47,643.08,84.91,33.531688,73.188512,23.2,Low Battery
23:59:48,417.25,137.53,33.560217,72.89196,71.4,High Speed
23:59:48,488.73,85.07,33.727308,73.248517,62.9,
23:59:49,484.74,99.67,33.637684,73.299503,74.5,
23:59:49,438.19,126.73,33.619534,72.974632,39.7,High Speed
23:59:50,822.87,66.07,33.547159,73.174629,62.3,
23:59:50,419.25,66.24,33.912965,72.865758,31.1,
23:59:51,980.04,48.47,33.872531,73.232775,40.0,GPS Signal Weak
23:59:51,391.86,69.65,33.928498,73.006344,61.9,GPS Signal Weak
23:59:52,678.82,37.19,33.77701,72.985838,37.4,
23:59:52,488.46,77.8,33.914511,72.945762,56.5,
23:59:53,719.63,112.51,33.550019,73.163445,93.9,
23:59:53,745.36,98.56,33.805959,73.065226,21.1,Low Battery
23:59:54,717.13,118.4,33.845346,72.946018,77.9,
23:59:54,391.52,113.78,33.751894,73.269985,61.8,
23:59:55,102.32,29.21,33.864048,72.931166,38.9,
23:59:55,451.71,120.16,33.552095,73.008577,42.2,High Speed
23:59:56,583.8,53.3,33.690819,73.129811,58.5,
23:59:56,839.95,119.56,33.744121,73.234176,54.2,
23:59:57,817.0,27.42,33.730875,73.22542,60.5,
23:59:57,933.53,94.78,33.905866,73.049965,26.9,Low Battery
23:59:58,208.94,56.25,33.888999,73.174168,67.1,
23:59:58,965.37,108.45,33.851142,73.251567,99.1,GPS Signal Weak
23:59:59,774.37,16.57,33.891578,72.960657,78.6,
23:59:59,674.83,82.95,33.645378,73.02028,56.2,
00:00:00,566.1,110.11,33.701419,73.234582,90.8,
00:00:00,107.95,24.3,33.823869,73.182231,30.5,
00:00:01,271.28,91.56,33.621097,73.071646,20.4,Low Battery
00:00:01,462.91,142.4,33.570155,73.136047,52.4,"High Speed,GPS Signal Weak"
00:00:02,806.46,111.65,33.662077,73.176057,79.2,
00:00:02,543.46,27.22,33.828758,72.945771,56.1,
00:00:03,367.64,37.41,33.850424,73.154707,90.9,
00:00:03,872.2,118.03,33.89251,73.002675,95.2,GPS Signal Weak
00:00:04,442.31,136.47,33.969937,72.882828,70.9,High Speed
00:00:04,860.64,25.32,33.778268,73.091656,81.8,GPS Signal Weak
00:00:05,125.51,69.37,33.991484,73.010246,44.4,
00:00:05,801.48,46.94,33.742006,73.176958,31.7,
