Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
22:37:13,859.59,79.17,33.812718,73.195738,23.8,Low Battery
22:37:14,316.17,11.95,33.595629,72.997889,74.5,
22:37:15,873.69,97.23,33.787541,73.208716,38.4,
22:37:16,180.16,40.49,33.645736,73.030001,67.5,
22:37:17,936.07,75.08,33.732254,72.948681,90.4,
22:37:18,405.19,51.13,33.742373,73.226929,39.3,
22:37:18,125.52,130.7,33.676294,73.106263,76.3,High Speed
22:37:19,188.63,46.09,33.659727,73.042188,23.5,Low Battery
22:37:19,679.21,72.8,33.987758,73.067043,20.9,Low Battery
22:37:20,926.49,86.21,33.668809,72.867552,42.0,
22:37:20,398.22,49.19,33.937299,73.06563,71.4,
22:37:21,698.11,141.48,33.948022,73.126046,45.7,High Speed
22:37:21,405.74,143.97,33.719464,72.932687,44.1,High Speed
22:37:22,263.2,145.57,33.803986,73.027656,54.0,High Speed
22:37:22,349.97,78.98,33.534164,73.128738,51.5,
22:37:23,908.61,47.12,33.896206,72.94704,63.4,
22:37:23,793.03,53.94,33.764042,73.039941,72.7,
22:37:24,467.18,93.86,33.506374,73.297731,38.2,
22:37:24,802.41,146.6,33.969064,73.123467,56.3,High Speed
22:37:25,339.77,105.71,33.620684,72.933218,21.4,"Low Battery,GPS Signal Weak"
22:37:25,933.18,82.09,33.803175,73.022255,73.9,
22:37:26,236.28,21.13,33.631014,73.058681,65.7,GPS Signal Weak
22:37:26,884.51,117.22,33.772069,73.108371,60.4,
22:37:27,575.59,17.97,33.996012,73.127477,74.3,
22:37:27,406.31,132.73,33.678243,73.034159,60.8,High Speed
22:37:28,419.03,93.37,33.926013,72.963266,71.5,
22:37:28,405.58,52.38,33.993926,73.061013,79.1,
22:37:29,708.85,29.28,33.54298,73.195772,68.8,
22:37:29,352.7,71.71,33.992491,72.942027,31.5,
22:37:30,177.24,135.05,33.709156,72.965525,81.9,"High Speed,GPS Signal Weak"
22:37:30,667.53,60.49,33.907729,72.846686,22.5,Low Battery
22:37:31,124.35,80.16,33.95539,73.142634,69.6,
22:37:31,605.18,14.2,33.758983,72.811717,54.4,GPS Signal Weak
22:37:32,421.0,88.12,33.624085,72.898915,39.2,
22:37:32,182.66,61.59,33.806648,73.180849,27.5,Low Battery
22:37:33,556.82,10.13,33.76382,73.103083,60.6,GPS Signal Weak
22:37:33,608.22,126.38,33.746643,73.275423,56.5,High Speed
22:37:34,859.3,139.78,33.553892,73.136511,83.0,High Speed
22:37:34,930.82,125.73,33.658321,73.057705,81.4,High Speed
22:37:35,587.49,58.23,33.523555,72.837147,22.9,Low Battery
22:37:35,916.78,146.17,33.824642,73.060057,42.2,High Speed
22:37:36,280.45,101.16,33.976067,72.874292,60.4,
22:37:36,908.81,107.12,33.566946,72.825081,70.1,
22:37:37,991.67,127.99,33.538596,72.968389,89.5,High Speed
22:37:37,614.71,42.18,33.687032,72.944548,93.2,
22:37:38,798.79,62.77,33.761046,72.884978,80.9,
22:37:38,746.79,123.76,33.558128,73.22511,89.1,High Speed
22:37:39,395.3,60.75,33.827703,73.207019,50.5,GPS Signal Weak
22:37:39,995.23,125.19,33.682358,73.187695,88.6,High Speed
22:37:40,779.55,118.67,33.730483,73.052212,63.8,GPS Signal Weak
22:37:40,794.77,18.46,33.549088,73.049382,99.2,
22:37:41,572.67,135.46,33.982866,72.806012,65.0,High Speed
22:37:41,726.46,33.32,33.500999,73.128581,20.2,Low Battery
22:37:42,139.47,95.29,33.900531,73.2818,94.2,
22:37:42,538.75,73.83,33.808086,73.236656,24.9,Low Battery
22:37:43,186.2,42.9,33.70844,72.848223,63.6,
22:37:43,581.13,63.43,33.945374,73.104133,95.8,GPS Signal Weak
22:37:44,969.13,117.57,33.720396,73.027214,55.5,
22:37:44,817.49,39.09,33.866073,72.89985,24.4,Low Battery
22:37:45,969.14,102.52,33.659108,72.965651,87.0,
22:37:45,712.72,34.75,33.758093,72.862044,31.1,
22:37:46,111.75,16.76,33.838332,73.102101,65.1,
22:37:46,367.61,84.33,33.806931,72.88773,57.9,
22:37:47,690.02,21.69,33.705301,72.943878,91.3,
22:37:47,337.34,144.98,33.85507,73.051086,32.3,High Speed
22:37:48,215.57,132.14,33.902682,73.033971,52.1,High Speed
22:37:48,767.73,74.32,33.615915,73.286858,59.4,
22:37:49,782.74,36.31,33.584162,73.079762,98.6,
22:37:49,184.2,145.01,33.841084,72.877313,87.7,High Speed
22:37:50,656.29,111.39,33.988299,72.870504,59.4,
22:37:50,155.92,131.48,33.546013,72.877012,21.1,"Low Battery,High Speed"
22:37:51,275.21,12.59,33.939803,72.828252,27.6,Low Battery
22:37:51,398.78,140.74,33.61681,72.819709,93.0,High Speed
22:37:52,790.81,29.03,33.786508,73.096981,35.4,
22:37:52,922.84,128.41,33.573823,72.855965,26.0,"Low Battery,High Speed"
22:37:53,702.18,116.96,33.657739,73.151773,42.4,
22:37:53,279.35,142.04,33.776444,72.959671,41.1,High Speed
22:37:54,544.86,144.47,33.997172,73.032394,52.3,High Speed
22:37:54,690.2,120.33,33.970061,72.932151,76.8,High Speed
