Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
12:35:43,925.85,89.12,33.75554,73.285028,37.3,
12:35:43,620.55,86.77,33.946859,72.935838,66.4,
12:35:44,733.06,45.43,33.972982,73.079812,69.8,
12:35:44,901.89,81.45,33.869616,72.823946,25.5,Low Battery
12:35:45,917.58,143.78,33.555883,73.269368,48.6,High Speed
12:35:45,847.82,73.66,33.5068,73.169465,35.0,
12:35:46,469.73,115.1,33.513705,72.869403,50.9,
12:35:46,914.4,69.39,33.996812,73.239361,96.4,
12:35:47,766.33,97.9,33.595854,72.910903,88.8,
12:35:47,861.26,99.02,33.906666,72.822572,39.5,
12:35:48,103.71,74.47,33.698931,72.999472,55.0,
12:35:48,708.32,10.04,33.919049,73.004693,78.6,
12:35:49,500.73,102.71,33.677384,72.818756,57.5,GPS Signal Weak
12:35:49,998.45,60.82,33.94085,73.095882,99.7,
12:35:50,372.04,135.15,33.526022,73.215423,79.1,High Speed
12:35:50,704.2,66.7,33.845198,72.960766,57.1,
12:35:51,364.63,109.59,33.608506,72.952622,43.6,
12:35:51,749.84,131.3,33.765148,72.801634,46.3,High Speed
12:35:52,601.67,105.99,33.890919,72.829556,23.9,Low Battery
12:35:52,171.17,121.47,33.634789,73.057587,47.7,High Speed
12:35:53,986.67,67.44,33.71661,72.804861,35.7,
12:35:53,816.65,77.81,33.592256,73.209305,50.5,
12:35:54,547.97,98.13,33.512746,73.110119,54.4,
12:35:54,192.19,100.8,33.785383,73.023214,52.5,
12:35:55,394.87,20.85,33.816959,72.885227,66.9,
12:35:55,707.03,90.43,33.611227,73.28218,65.1,
12:35:56,535.76,117.95,33.754445,73.22781,74.4,
12:35:56,861.5,14.92,33.851805,73.019702,80.4,
12:35:57,778.93,146.66,33.771146,72.847957,43.0,"High Speed,GPS Signal Weak"
12:35:57,738.73,54.92,33.919089,73.063168,45.6,
12:35:58,105.97,135.81,33.564983,73.17132,93.4,High Speed
12:35:58,677.73,12.68,33.947052,72.813039,45.3,
12:35:59,360.96,147.54,33.612229,73.277407,36.5,High Speed
12:35:59,463.32,149.75,33.736316,73.265898,42.1,High Speed
12:36:00,404.35,120.56,33.673966,72.860405,74.7,High Speed
12:36:00,533.6,61.04,33.540859,72.812528,21.7,Low Battery
12:36:01,892.56,88.68,33.719856,72.952096,25.6,Low Battery
12:36:01,476.87,105.58,33.537666,72.801696,58.2,
12:36:02,999.28,131.95,33.534681,73.23063,73.1,High Speed
12:36:02,653.51,147.1,33.619917,73.298318,34.7,High Speed
12:36:03,335.1,142.36,33.721139,72.877239,44.7,High Speed
12:36:03,153.46,37.92,33.700506,73.084627,29.3,Low Battery
12:36:04,387.89,69.7,33.691182,72.804914,28.9,Low Battery
12:36:04,186.01,33.7,33.591066,73.060414,26.6,Low Battery
12:36:05,525.1,107.39,33.632484,73.000901,79.2,
12:36:05,730.22,75.97,33.516463,72.917659,25.8,Low Battery
12:36:06,860.38,40.12,33.584545,72.840715,48.6,
12:36:06,888.38,32.28,33.746832,73.055038,55.4,
12:36:07,834.82,17.91,33.502242,72.879562,62.1,
12:36:07,208.61,58.83,33.89869,73.142389,72.0,
12:36:08,451.91,52.45,33.71494,73.180121,56.0,
12:36:08,310.96,46.7,33.547482,73.225204,63.4,
12:36:09,545.78,141.49,33.922585,73.181853,36.1,High Speed
12:36:09,971.55,94.92,33.679793,73.298014,68.0,
12:36:10,313.18,141.06,33.968364,72.862903,43.7,High Speed
12:36:10,357.05,114.67,33.531696,73.226609,83.2,
12:36:11,780.42,100.08,33.793882,73.254925,39.1,
12:36:11,743.35,33.04,33.551082,73.083911,55.0,
12:36:12,257.21,60.51,33.683039,73.017607,65.9,
12:36:12,461.95,86.78,33.837432,72.98862,91.9,
12:36:13,962.23,17.51,33.632006,73.284566,65.5,
12:36:13,301.99,112.14,33.523936,73.210482,24.6,Low Battery
12:36:14,584.5,143.89,33.777348,73.164419,32.8,High Speed
12:36:14,243.94,83.01,33.940035,72.802067,31.7,
12:36:15,920.54,132.33,33.879468,73.032689,87.4,"High Speed,GPS Signal Weak"
12:36:15,424.1,83.97,33.587104,73.10256,47.5,GPS Signal Weak
12:36:16,515.16,11.66,33.524936,73.139834,61.4,
12:36:16,800.88,137.72,33.729049,73.147932,36.4,High Speed
12:36:17,836.95,30.53,33.950912,73.107266,47.4,
12:36:17,804.2,44.27,33.644417,73.281118,59.5,
12:36:18,120.15,148.14,33.566799,72.842113,93.1,"High Speed,GPS Signal Weak"
12:36:18,245.89,132.85,33.964404,72.86656,22.8,"Low Battery,High Speed"
12:36:19,706.85,104.72,33.947609,72.965491,41.4,
12:36:19,801.07,78.16,33.64244,72.987837,47.3,
12:36:20,102.33,74.34,33.702457,73.040073,98.3,
12:36:20,282.16,47.85,33.829273,73.257209,32.8,
12:36:21,915.74,134.37,33.603343,72.981561,97.5,High Speed
12:36:21,993.38,27.09,33.660083,73.121282,61.6,GPS Signal Weak
12:36:22,468.46,62.17,33.874006,72.880629,24.6,Low Battery
12:36:22,598.97,122.04,33.552745,73.241442,59.9,High Speed
12:36:23,316.47,96.87,33.837037,73.250144,93.0,
12:36:23,835.04,81.27,33.826761,73.050813,58.6,
12:36:24,684.06,15.08,33.761216,72.999465,83.7,
12:36:24,103.23,112.84,33.714671,72.867989,36.2,GPS Signal Weak
12:36:25,105.32,119.96,33.504607,73.114725,51.0,
12:36:25,933.83,25.52,33.706547,72.804053,86.3,GPS Signal Weak
12:36:26,494.35,10.66,33.883166,73.038064,42.3,
12:36:26,597.88,116.84,33.736483,72.976109,32.6,
12:36:27,767.27,75.95,33.8898,73.240509,69.4,
12:36:27,433.66,138.07,33.764695,73.255295,60.5,"High Speed,GPS Signal Weak"
12:36:28,776.43,20.33,33.987458,73.23017,31.0,
12:36:28,225.72,87.09,33.728857,72.947906,99.8,
12:36:29,776.95,102.33,33.672841,73.204867,99.0,
12:36:29,978.7,63.5,33.973129,73.082232,37.4,
12:36:30,381.4,83.33,33.705324,73.233174,39.6,
12:36:30,418.25,148.2,33.724259,73.214288,48.0,High Speed
12:36:31,962.28,135.02,33.898725,72.810997,60.4,High Speed
12:36:31,629.91,20.41,33.641747,73.140543,99.4,
12:36:32,746.52,119.49,33.511749,73.016032,39.4,
12:36:32,573.15,55.26,33.919608,72.905608,47.1,
12:36:33,284.08,117.15,33.81117,72.870008,32.9,GPS Signal Weak
12:36:33,155.31,19.98,33.885727,73.219497,74.5,
12:36:34,156.82,134.14,33.535598,73.045116,88.6,High Speed
12:36:34,987.48,14.12,33.617358,73.197051,98.7,
12:36:35,182.75,81.77,33.612711,73.042863,62.3,
12:36:35,626.22,98.41,33.795942,72.967309,52.0,
12:36:36,626.58,103.36,33.949438,72.8218,50.5,GPS Signal Weak
12:36:36,606.47,13.79,33.932835,73.242633,82.5,
12:36:37,228.57,121.93,33.92565,72.945781,39.4,High Speed
12:36:37,437.52,138.01,33.584125,73.232844,41.7,"High Speed,GPS Signal Weak"
12:36:38,570.77,15.75,33.65225,72.814964,37.3,
12:36:38,827.23,19.81,33.620796,73.286666,75.2,GPS Signal Weak
12:36:39,158.02,119.75,33.798634,72.867925,20.1,Low Battery
12:36:39,209.48,78.07,33.595381,72.814831,70.1,
12:36:40,662.5,17.05,33.936259,73.111916,63.6,
12:36:40,939.54,71.21,33.558567,72.899257,59.7,
12:36:41,469.97,143.05,33.538721,73.092496,56.0,High Speed
12:36:41,914.73,98.83,33.622903,72.966908,99.9,
12:36:42,673.16,89.78,33.537756,72.810768,34.1,
12:36:42,607.91,40.55,33.95418,72.970957,31.8,
12:36:43,503.23,149.32,33.872626,73.234978,83.8,"High Speed,GPS Signal Weak"
12:36:43,727.52,113.79,33.978865,73.091886,91.0,
12:36:44,573.7,24.88,33.776029,72.923868,36.8,GPS Signal Weak
12:36:44,204.54,71.44,33.964385,73.101492,25.9,Low Battery
12:36:45,404.35,104.51,33.674636,72.822909,51.9,
12:36:45,834.05,88.0,33.810462,73.013369,73.1,
12:36:46,787.73,130.72,33.745652,72.906172,44.5,High Speed
12:36:46,237.77,35.85,33.95844,72.939442,58.8,
12:36:47,248.27,131.62,33.969807,73.299403,95.0,High Speed
12:36:47,244.09,94.74,33.858326,72.938478,25.1,Low Battery
12:36:48,660.86,74.37,33.70739,73.107955,47.4,
12:36:48,888.82,54.54,33.870829,73.057819,28.3,Low Battery
