Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
12:20:43,475.51,13.22,33.507217,73.286299,90.9,
12:20:43,261.31,39.14,33.817311,73.28878,42.7,
12:20:44,859.99,57.88,33.938893,73.148921,51.8,
12:20:44,185.58,13.94,33.570878,72.994693,86.5,
12:20:45,985.75,62.17,33.853803,72.851596,84.4,
12:20:45,506.39,40.16,33.73672,72.886987,75.3,
12:20:46,689.37,52.22,33.634413,73.076175,91.9,
12:20:46,579.4,114.31,33.690412,73.058032,67.0,
12:20:47,303.17,92.87,33.801566,73.108947,57.2,
12:20:47,871.7,33.08,33.70512,73.154268,55.8,
12:20:48,108.92,23.09,33.591212,72.958801,93.9,
12:20:48,281.86,47.29,33.732629,73.119225,39.7,
12:20:49,222.14,34.09,33.870797,72.942335,49.0,
12:20:49,867.19,14.11,33.601422,73.062739,52.9,GPS Signal Weak
12:20:50,921.73,128.0,33.646575,72.874526,92.0,"High Speed,GPS Signal Weak"
12:20:50,316.05,36.41,33.590491,72.842736,57.4,
12:20:51,212.48,10.75,33.858331,73.194894,47.8,
12:20:51,634.4,147.07,33.967751,73.051775,87.1,High Speed
12:20:52,646.44,50.09,33.932498,72.901841,65.4,
12:20:52,675.34,64.55,33.996926,73.21068,78.8,
12:20:53,704.08,132.59,33.545138,72.880517,85.8,High Speed
12:20:53,805.19,101.11,33.644271,73.098724,26.9,Low Battery
12:20:54,135.52,92.28,33.878663,72.826348,63.2,
12:20:54,381.06,125.6,33.813571,73.133629,93.4,High Speed
12:20:55,719.26,87.42,33.802615,73.289057,43.3,
12:20:55,915.22,91.18,33.517856,73.246999,37.4,
12:20:56,790.57,96.53,33.996787,72.885814,56.3,GPS Signal Weak
12:20:56,858.77,78.01,33.856889,72.929256,26.4,Low Battery
12:20:57,381.72,92.07,33.855853,73.017977,75.2,
12:20:57,907.92,88.63,33.904318,73.007027,74.4,
12:20:58,703.54,130.42,33.766212,72.917195,87.8,High Speed
12:20:58,359.91,47.85,33.917005,72.983952,77.3,
