Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
22:27:46,480.59,75.9,33.563542,73.047017,31.9,
22:27:47,388.01,20.43,33.86028,72.952254,36.6,
22:27:48,716.84,112.87,33.562715,72.99273,74.9,
22:27:49,588.22,133.86,33.610359,73.040276,90.7,High Speed
22:27:50,835.74,127.39,33.883571,73.287866,95.7,High Speed
22:27:51,888.21,57.25,33.566723,72.937253,73.0,
22:27:52,785.91,143.51,33.948021,72.978617,94.4,High Speed
22:27:52,139.11,58.16,33.577118,73.202253,33.8,
22:27:53,298.06,15.87,33.759643,73.154411,57.5,
22:27:53,920.15,94.22,33.582746,73.209272,66.7,
22:27:54,728.09,17.87,33.817372,72.886027,76.5,
22:27:54,441.96,137.69,33.894898,72.806045,68.6,High Speed
22:27:55,831.23,121.81,33.53479,73.146476,49.7,High Speed
22:27:55,101.05,97.85,33.580485,72.811312,62.3,
22:27:56,698.72,143.63,33.946484,73.082582,62.7,High Speed
22:27:56,480.26,132.81,33.659626,72.98857,75.7,High Speed
22:27:57,330.43,101.28,33.983569,73.056584,25.7,Low Battery
22:27:57,837.27,139.06,33.610332,72.876591,89.3,High Speed
22:27:58,413.82,95.17,33.863045,73.278768,37.4,
22:27:59,871.05,73.63,33.701532,73.111785,29.5,Low Battery
22:27:59,443.33,92.28,33.564828,73.08228,26.2,Low Battery
22:28:00,258.55,60.12,33.853804,73.151556,89.4,
22:28:01,815.34,115.51,33.658252,73.062403,43.6,
22:28:01,613.17,30.39,33.845633,73.223552,75.3,GPS Signal Weak
22:28:02,371.02,26.75,33.8039,72.966702,50.4,
22:28:02,831.95,95.4,33.646235,73.204124,39.8,
22:28:03,587.08,47.29,33.762651,73.144283,35.7,GPS Signal Weak
22:28:03,492.16,146.61,33.632968,73.223106,73.0,High Speed
22:28:04,167.97,34.15,33.707224,73.195507,84.0,
22:28:04,581.13,39.02,33.730918,73.18539,68.3,
22:28:05,310.8,36.21,33.924509,73.042738,75.2,
22:28:05,606.72,50.5,33.705952,73.241387,52.3,GPS Signal Weak
22:28:06,408.01,63.73,33.896895,72.847326,97.7,
22:28:06,832.7,44.58,33.636824,73.134434,37.1,GPS Signal Weak
22:28:07,161.31,21.47,33.600039,73.292849,79.9,
22:28:07,371.33,32.55,33.837515,72.861776,38.5,
22:28:08,804.39,18.83,33.993062,73.25363,20.2,Low Battery
22:28:08,802.9,118.21,33.667955,72.903818,74.5,
22:28:09,394.45,67.17,33.79069,72.887345,44.9,
22:28:09,129.89,26.37,33.746511,72.923373,93.6,
22:28:10,738.34,50.0,33.781916,73.242787,95.7,GPS Signal Weak
22:28:10,342.12,102.47,33.812546,73.047638,78.5,
22:28:11,550.14,52.89,33.661237,73.13089,48.6,GPS Signal Weak
22:28:11,260.62,85.51,33.76012,73.030368,26.7,Low Battery
22:28:12,745.08,41.68,33.882429,72.852572,89.3,
22:28:12,320.83,74.26,33.968725,72.87346,63.0,
22:28:13,287.32,104.21,33.94521,72.803065,82.9,
22:28:13,787.18,22.64,33.953645,73.17482,67.8,
22:28:14,697.16,102.78,33.73128,73.183551,73.9,
22:28:14,472.1,17.92,33.77276,73.221333,40.6,
22:28:15,932.73,11.89,33.909262,73.058446,71.9,
22:28:15,745.13,130.58,33.820304,72.862885,71.6,"High Speed,GPS Signal Weak"
22:28:16,388.16,41.14,33.831138,73.154638,38.7,
22:28:16,154.21,24.06,33.610033,73.112035,39.5,GPS Signal Weak
22:28:17,847.71,64.57,33.578566,72.948055,57.0,
22:28:17,924.97,42.16,33.840921,73.061126,26.6,"Low Battery,GPS Signal Weak"
22:28:18,685.52,14.52,33.951579,73.045398,60.3,
22:28:18,718.16,92.55,33.854999,73.132453,34.3,
22:28:19,430.82,72.28,33.915382,72.863033,60.9,
22:28:19,737.17,96.78,33.957452,72.957879,41.3,
22:28:20,464.65,79.5,33.91972,72.84116,23.3,Low Battery
22:28:20,784.43,62.84,33.695681,73.077019,70.3,
22:28:21,290.57,27.95,33.684303,72.969464,92.3,
22:28:21,748.63,90.29,33.919473,73.039517,65.6,GPS Signal Weak
22:28:22,144.44,76.44,33.860142,73.132346,58.2,
22:28:22,517.5,26.64,33.767969,73.048707,86.9,
22:28:23,785.69,100.95,33.712573,73.285364,37.2,
22:28:23,574.27,73.35,33.711579,72.844765,51.7,
