Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
19:54:21,926.02,98.73,33.746868,73.218858,69.3,
19:54:22,498.99,148.91,33.83186,73.09478,78.3,High Speed
19:54:23,751.22,39.28,33.923268,73.093117,55.3,
19:54:24,654.37,76.41,33.852788,72.827795,46.8,
19:54:25,846.22,42.26,33.841842,72.837,27.5,Low Battery
19:54:26,760.27,126.48,33.646225,73.024855,65.8,High Speed
19:54:26,678.57,63.46,33.782436,72.902275,59.3,
19:54:27,715.79,25.89,33.766608,72.841997,39.4,
19:54:28,847.08,114.95,33.991148,73.193055,23.6,Low Battery
19:54:29,873.9,80.62,33.804992,72.951629,84.5,
19:54:30,653.17,35.97,33.679769,72.974246,70.2,
19:54:31,640.79,51.68,33.956805,73.029003,61.9,
19:54:32,211.04,141.27,33.975864,73.003862,82.5,High Speed
19:54:32,312.86,138.66,33.558528,73.290914,38.6,High Speed
19:54:33,976.66,138.63,33.911768,72.836371,36.1,High Speed
19:54:34,919.48,72.8,33.673,73.015281,38.5,
19:54:35,126.49,58.34,33.971913,73.077519,75.6,
19:54:36,264.7,111.29,33.735574,73.244881,62.0,
19:54:37,344.81,113.19,33.960541,73.076881,92.8,
19:54:37,235.32,136.55,33.808704,72.868704,87.9,High Speed
19:54:38,424.5,144.74,33.954598,72.970664,98.7,High Speed
19:54:38,726.49,95.23,33.66584,73.293359,47.2,
19:54:39,897.94,138.42,33.596118,73.06655,93.1,High Speed
19:54:39,530.22,13.88,33.813384,73.11337,48.8,
19:54:40,201.02,147.42,33.639947,73.180212,85.2,High Speed
19:54:40,718.99,61.84,33.916535,73.282789,78.2,GPS Signal Weak
19:54:41,176.42,134.51,33.664438,73.040729,39.4,High Speed
19:54:41,596.38,112.6,33.831248,72.914052,26.3,Low Battery
19:54:42,251.76,130.9,33.663397,73.066374,23.5,"Low Battery,High Speed"
19:54:42,752.06,40.72,33.760267,73.208379,36.5,
19:54:43,597.75,48.4,33.914598,72.98016,85.1,
19:54:43,519.92,143.91,33.968067,73.238375,94.9,High Speed
19:54:44,625.22,97.61,33.908356,72.841025,46.2,
19:54:44,923.84,70.62,33.728173,72.846389,23.6,Low Battery
19:54:45,475.22,61.18,33.547982,73.15444,62.1,
19:54:45,870.08,119.46,33.764432,73.043419,37.2,
19:54:46,483.11,137.32,33.506749,72.800609,54.3,High Speed
19:54:46,441.51,146.83,33.723475,72.825746,96.9,High Speed
19:54:47,436.26,46.84,33.688444,73.132821,91.5,
19:54:47,518.39,77.65,33.522053,73.225047,66.7,
19:54:48,373.18,35.99,33.668624,72.996359,21.3,Low Battery
19:54:48,287.0,74.31,33.72651,73.193367,28.4,Low Battery
19:54:48,152.91,104.79,33.801112,73.184092,39.6,GPS Signal Weak
19:54:49,636.72,113.36,33.847202,72.83632,74.2,
19:54:49,647.84,42.59,33.766538,72.993744,90.9,
19:54:50,222.32,48.33,33.998745,73.006071,60.1,
19:54:50,374.19,77.51,33.857399,73.218963,90.2,
19:54:51,297.26,75.44,33.543889,73.148872,50.7,GPS Signal Weak
19:54:51,567.18,147.05,33.872987,73.012586,90.7,High Speed
19:54:52,144.87,69.31,33.556493,72.836643,73.5,
19:54:52,569.14,147.25,33.580788,72.813041,70.1,"High Speed,GPS Signal Weak"
19:54:53,844.12,28.39,33.912858,72.848577,25.5,"Low Battery,GPS Signal Weak"
19:54:53,891.37,85.61,33.907027,72.81221,84.2,
19:54:53,548.09,62.76,33.95044,73.041513,38.7,
19:54:54,111.11,56.71,33.651414,73.102008,92.2,
19:54:54,366.86,133.56,33.701047,73.141522,29.0,"Low Battery,High Speed"
19:54:55,616.6,81.74,33.603594,73.206856,91.7,
19:54:55,120.21,26.77,33.676587,72.83119,66.3,
19:54:56,589.21,137.23,33.593798,73.197253,21.8,"Low Battery,High Speed,GPS Signal Weak"
19:54:56,421.65,52.61,33.656033,72.870293,39.9,
19:54:57,644.16,105.04,33.905129,73.10531,41.8,
19:54:57,741.88,56.32,33.82107,72.938659,39.5,
19:54:58,981.36,76.61,33.785308,72.812827,60.8,
19:54:58,133.71,130.38,33.610016,73.004158,67.7,High Speed
19:54:59,834.64,67.51,33.628075,72.990473,36.3,
19:54:59,575.94,115.02,33.625703,73.281551,97.0,
19:54:59,766.62,120.19,33.537616,72.935213,41.8,"High Speed,GPS Signal Weak"
19:55:00,770.28,104.72,33.57016,73.280753,83.7,
19:55:00,662.34,21.68,33.897862,72.980748,78.9,
19:55:01,526.23,118.68,33.998334,73.069233,71.0,
19:55:01,714.35,88.81,33.531369,73.194962,65.6,
19:55:02,954.2,61.69,33.668521,72.955572,95.7,
19:55:02,429.71,119.56,33.524438,73.238797,29.6,Low Battery
19:55:03,300.13,124.97,33.911507,73.16824,22.5,"Low Battery,High Speed"
19:55:04,377.86,20.6,33.705547,73.102865,98.8,
19:55:04,819.79,141.42,33.588284,72.981973,44.1,High Speed
19:55:04,787.1,72.72,33.797933,72.959819,70.6,
19:55:05,385.35,82.33,33.84821,72.802216,78.1,
19:55:05,320.58,61.48,33.85478,72.987787,39.4,
19:55:06,783.73,95.61,33.81452,73.259056,95.0,
19:55:06,125.48,62.31,33.672351,73.026793,51.1,
19:55:07,234.51,43.71,33.635725,73.089152,49.2,
19:55:07,414.65,134.97,33.794509,72.939283,96.3,High Speed
19:55:08,142.44,94.0,33.948055,73.106485,51.9,GPS Signal Weak
19:55:08,701.13,120.76,33.812543,73.123278,82.9,High Speed
19:55:09,470.86,120.96,33.788889,73.015744,58.4,High Speed
19:55:09,195.85,128.09,33.570549,72.997974,82.7,High Speed
19:55:10,449.75,44.99,33.662551,73.126776,44.0,
19:55:10,901.78,25.76,33.84861,72.888076,29.2,Low Battery
19:55:10,781.82,69.98,33.544988,73.213135,97.1,
19:55:11,319.23,40.57,33.749626,73.188924,41.0,
19:55:11,843.81,100.81,33.699274,73.208747,77.5,
19:55:12,268.34,131.99,33.710256,72.986765,46.1,High Speed
19:55:12,546.08,56.68,33.519374,72.930445,49.8,
19:55:13,817.52,30.65,33.612578,72.808614,50.2,
19:55:13,465.81,102.0,33.539376,73.184883,70.6,
19:55:14,687.62,61.22,33.527118,73.206308,71.6,
19:55:14,937.79,45.8,33.612018,73.039792,21.0,Low Battery
19:55:15,662.76,44.95,33.913452,73.099383,79.5,
19:55:15,673.32,45.64,33.858821,73.144449,38.4,
19:55:15,912.3,103.98,33.970577,72.942684,24.4,Low Battery
19:55:16,242.95,89.37,33.992652,73.018832,93.7,
19:55:16,157.21,77.89,33.797494,72.821728,86.1,
19:55:17,936.01,77.82,33.624721,73.005016,77.5,
19:55:17,677.82,36.13,33.740062,73.0932,29.5,Low Battery
19:55:18,874.16,57.14,33.850105,73.19947,84.8,
19:55:18,791.11,83.86,33.663619,73.231495,53.7,
19:55:19,858.09,78.26,33.823892,72.901109,24.6,Low Battery
19:55:19,557.8,99.73,33.770471,73.059676,32.5,
19:55:20,705.82,149.95,33.579201,73.207629,32.7,"High Speed,GPS Signal Weak"
19:55:20,224.07,74.04,33.605318,72.880612,40.4,
19:55:21,809.08,67.63,33.651364,72.879776,53.7,GPS Signal Weak
19:55:21,780.45,45.5,33.809062,73.124867,66.0,GPS Signal Weak
19:55:22,119.61,74.19,33.835667,72.920437,74.1,GPS Signal Weak
19:55:22,478.21,146.89,33.778625,73.001186,26.4,"Low Battery,High Speed"
19:55:23,428.63,113.22,33.912752,73.261362,65.4,
19:55:23,667.67,92.17,33.902115,72.9498,44.5,
19:55:24,402.45,31.04,33.690312,73.143532,53.6,
19:55:24,257.82,22.49,33.849035,72.926771,32.8,
19:55:25,759.3,125.84,33.891306,73.233269,80.4,High Speed
19:55:25,161.52,88.11,33.599723,73.191666,36.2,
19:55:26,442.62,93.33,33.866791,73.111461,86.3,
19:55:26,808.02,25.81,33.997424,72.961541,81.5,
19:55:26,450.82,81.28,33.786886,73.015629,63.0,
19:55:27,369.99,101.02,33.87148,72.976139,61.1,
19:55:27,748.99,140.73,33.806061,73.076769,30.3,High Speed
19:55:28,890.35,20.44,33.793165,73.242394,33.1,GPS Signal Weak
19:55:28,699.41,44.97,33.608355,73.225717,62.0,
19:55:29,763.15,59.87,33.680441,73.030032,98.8,
19:55:29,974.48,25.11,33.612244,73.189223,73.8,
19:55:30,118.95,10.09,33.582958,73.176001,27.9,Low Battery
19:55:30,899.34,36.53,33.75126,73.116919,62.6,GPS Signal Weak
19:55:31,414.28,137.69,33.860358,73.265685,36.5,High Speed
19:55:31,202.14,46.23,33.706473,72.925503,42.8,
19:55:32,484.39,113.4,33.546131,73.05198,70.0,
19:55:32,918.15,115.07,33.831302,72.915222,55.6,
19:55:33,926.63,47.88,33.53684,73.064091,44.3,
19:55:33,732.7,61.17,33.856151,72.81448,78.5,
19:55:34,305.79,26.79,33.939508,73.276122,44.8,
19:55:34,497.5,102.81,33.886928,73.02389,72.2,
19:55:35,213.76,82.96,33.587992,72.838113,88.5,
19:55:35,279.08,22.95,33.534921,72.850487,31.8,
19:55:36,579.48,122.92,33.536908,73.048582,95.4,High Speed
19:55:36,928.64,59.88,33.856792,73.232385,65.4,
19:55:37,711.53,22.5,33.52784,73.045869,87.9,
19:55:37,780.71,77.31,33.624145,73.19279,45.5,GPS Signal Weak
19:55:38,712.51,19.78,33.796758,72.897459,39.9,GPS Signal Weak
19:55:38,950.46,77.17,33.725019,73.234258,46.8,
19:55:39,651.28,21.68,33.775452,73.185054,96.8,
19:55:39,780.94,133.6,33.606991,73.098455,89.1,High Speed
19:55:40,847.01,61.44,33.839921,72.802098,25.6,"Low Battery,GPS Signal Weak"
19:55:40,549.28,64.84,33.6835,73.237282,76.3,GPS Signal Weak
19:55:41,811.1,40.33,33.921507,73.186419,48.5,
19:55:41,976.31,19.08,33.90973,73.055335,85.1,GPS Signal Weak
19:55:42,813.4,51.8,33.932452,72.809872,81.0,
19:55:42,546.14,136.0,33.639228,73.105099,84.2,"High Speed,GPS Signal Weak"
19:55:43,906.66,136.92,33.586117,73.290246,81.3,High Speed
19:55:43,633.33,56.27,33.538113,72.840638,68.2,
19:55:44,688.14,138.33,33.94505,73.255422,71.5,High Speed
19:55:44,244.35,94.95,33.647272,72.836935,88.6,
19:55:45,806.51,48.8,33.580782,73.052726,83.7,
19:55:45,591.28,84.36,33.869334,73.215293,78.8,
19:55:46,430.99,16.99,33.589704,72.884761,71.9,
19:55:46,351.06,71.32,33.708404,73.077726,33.1,
19:55:46,351.71,87.73,33.970815,73.225267,85.8,
19:55:47,988.55,31.57,33.771463,73.102513,68.4,
19:55:47,867.19,138.76,33.889043,72.824926,89.2,High Speed
19:55:48,385.78,62.66,33.944594,73.019856,37.3,
19:55:48,437.69,89.09,33.811419,73.015999,57.5,GPS Signal Weak
19:55:49,739.35,52.52,33.576346,72.99931,78.4,
19:55:49,629.15,85.35,33.807157,73.060793,90.5,
19:55:50,277.92,74.79,33.817805,72.828509,28.8,Low Battery
19:55:50,501.22,114.16,33.944932,73.11231,76.7,
19:55:51,597.16,101.41,33.674324,72.977678,74.1,
19:55:51,173.87,35.3,33.787632,73.080654,93.8,
19:55:52,803.93,26.67,33.578509,73.209514,36.9,GPS Signal Weak
19:55:52,187.77,107.32,33.973392,72.890433,75.6,
19:55:52,159.93,51.26,33.853743,72.844658,24.0,Low Battery
19:55:53,124.28,80.73,33.769514,72.990042,22.4,Low Battery
19:55:53,345.84,119.64,33.615005,73.059978,53.1,
19:55:54,836.54,15.26,33.546455,73.103408,85.8,GPS Signal Weak
19:55:54,497.45,104.1,33.761505,72.99542,63.3,
19:55:55,542.3,126.62,33.668052,72.967033,38.3,High Speed
19:55:55,488.79,118.03,33.55836,72.88465,92.2,GPS Signal Weak
19:55:56,226.24,122.02,33.799567,72.846614,23.3,"Low Battery,High Speed"
19:55:56,664.68,25.54,33.889437,72.90714,39.5,
19:55:57,782.49,27.13,33.654225,73.035699,64.8,
19:55:57,623.4,100.69,33.571,73.103188,74.8,
19:55:58,718.15,29.35,33.90058,73.257802,91.6,
19:55:58,211.28,52.42,33.589083,73.147019,51.1,
19:55:58,508.8,65.07,33.742284,72.849428,96.3,
19:55:59,477.51,99.29,33.646125,72.981344,80.0,
19:55:59,763.57,51.86,33.695537,73.147523,56.7,
19:56:00,730.06,92.9,33.828053,73.202859,73.7,
19:56:00,978.35,130.16,33.899633,73.209136,72.6,High Speed
19:56:01,576.04,124.51,33.743036,73.113918,42.5,High Speed
19:56:01,747.87,44.64,33.573364,73.158509,86.7,
19:56:02,300.18,18.85,33.722208,73.188128,56.7,
19:56:02,114.57,57.36,33.594974,72.81631,74.6,
19:56:03,747.48,84.85,33.676474,73.171348,58.2,
19:56:03,306.12,119.99,33.73644,73.29988,96.0,
19:56:04,519.29,15.88,33.512393,73.112838,28.5,Low Battery
19:56:04,203.58,71.92,33.98155,72.939047,29.3,Low Battery
19:56:04,351.61,83.66,33.746027,72.837668,44.0,
19:56:05,165.98,103.58,33.762614,72.955211,82.9,
19:56:05,781.42,111.92,33.756319,73.132258,99.1,
19:56:06,522.75,149.64,33.628215,72.815154,54.9,High Speed
19:56:06,431.65,76.47,33.695186,73.11854,37.1,
19:56:07,819.48,33.74,33.768637,73.004546,72.7,
19:56:07,633.52,100.51,33.784915,72.853975,84.5,
19:56:08,666.21,136.19,33.814948,73.140893,55.6,High Speed
19:56:08,682.94,19.43,33.73493,72.830735,28.2,Low Battery
19:56:09,645.63,76.23,33.893379,72.922237,84.9,
19:56:09,555.51,17.07,33.504666,73.104756,39.1,
19:56:10,949.17,34.38,33.507138,72.885039,35.1,
19:56:10,367.77,65.03,33.782064,72.908092,74.9,
19:56:11,818.96,62.6,33.575291,72.895615,60.0,
19:56:11,655.61,57.77,33.777157,72.873386,87.8,GPS Signal Weak
19:56:11,151.74,135.55,33.682205,72.98985,20.9,"Low Battery,High Speed"
19:56:12,866.8,140.98,33.956189,72.912129,93.5,High Speed
19:56:12,340.21,146.71,33.706302,72.917236,63.9,High Speed
19:56:12,489.79,142.05,33.763597,73.044456,37.9,High Speed
19:56:13,327.58,59.92,33.581134,72.952973,58.9,GPS Signal Weak
19:56:13,417.23,39.29,33.76299,73.076233,90.9,
19:56:13,905.4,46.93,33.784657,73.238768,67.7,
19:56:14,481.85,68.11,33.725853,73.122814,81.0,
