Time,Altitude (m),Speed (km/h),Latitude,Longitude,Battery (%),Warnings
20:48:42,255.74,112.06,33.839915,72.849888,85.2,
20:48:43,386.09,127.64,33.712461,72.844555,97.9,High Speed
20:48:44,951.66,128.24,33.869901,73.280442,79.3,High Speed
20:48:45,144.79,144.08,33.88059,73.284679,93.0,High Speed
20:48:46,316.89,20.41,33.72316,73.278822,62.2,
20:48:47,604.8,74.6,33.547395,73.045889,52.4,
20:48:47,616.47,127.06,33.767677,72.859416,30.1,High Speed
20:48:48,273.75,87.12,33.799808,73.271307,44.1,
20:48:48,248.69,12.65,33.965625,72.892075,68.3,
20:48:49,649.11,45.98,33.984324,72.920693,33.6,GPS Signal Weak
20:48:50,664.0,140.23,33.637424,73.224354,51.7,High Speed
20:48:50,668.53,87.43,33.896303,73.280241,83.9,
20:48:51,983.55,82.94,33.552559,72.938639,40.4,
20:48:51,430.76,89.94,33.559233,73.018546,22.2,Low Battery
20:48:52,600.19,78.61,33.512805,73.032472,65.2,
20:48:52,475.79,123.82,33.565906,73.259675,66.6,"High Speed,GPS Signal Weak"
20:48:53,951.93,60.38,33.816974,72.915655,64.6,
20:48:53,384.18,110.07,33.781426,73.069445,54.0,
20:48:54,167.45,31.32,33.603358,73.186474,64.2,
20:48:54,331.46,33.17,33.540571,72.842204,84.3,
20:48:55,271.84,59.13,33.924561,73.210382,88.4,
20:48:55,910.76,136.69,33.911979,72.948555,26.9,"Low Battery,High Speed"
20:48:56,251.9,130.22,33.738102,72.941341,93.4,High Speed
20:48:56,867.77,142.82,33.529389,73.097004,75.9,"High Speed,GPS Signal Weak"
20:48:57,481.45,94.98,33.645954,73.076187,31.9,
20:48:57,789.46,124.56,33.646866,73.179549,52.6,High Speed
20:48:58,590.83,148.72,33.885719,73.1415,46.3,"High Speed,GPS Signal Weak"
20:48:58,414.88,60.88,33.879479,72.806795,76.0,
20:48:59,114.87,60.45,33.908805,73.058803,56.5,GPS Signal Weak
20:48:59,203.7,62.75,33.635931,72.852363,37.5,
20:49:00,831.76,77.46,33.837062,73.073579,56.1,GPS Signal Weak
20:49:00,307.24,131.17,33.563524,73.280017,44.7,High Speed
20:49:01,120.4,71.03,33.586801,73.125024,41.8,
20:49:01,400.07,80.84,33.973048,73.253522,94.1,
